,Home_Team,Away_Team,Result,Link,Season,Round,League,Elo_home,Elo_away,Home_Goals,Away_Goals,Outcome,Home_Win,Home_Attack,Away_Attack,Home_Team_Outcome_sum_10,Away_Team_Outcome_sum_10
143,UD Ibiza,MÃ¡laga,2-2,https://www.besoccer.com/match/ibiza-eivissa/malaga/2022,2022,2,segunda_division,49,62,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Eibar,Ponferradina,0-1,https://www.besoccer.com/match/eibar/ponferradina-sd/2022,2022,2,segunda_division,64,52,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
149,Udinese,Venezia,3-0,https://www.besoccer.com/match/udinese/venezia/2022,2022,2,serie_a,71,60,3.0,0.0,1.0,1.0,0.9230769230769231,0.0,0.0,1.0
150,Hellas Verona,Inter,1-3,https://www.besoccer.com/match/hellas-verona-fc/internazionale/2022,2022,2,serie_a,70,91,1.0,3.0,-1.0,0.0,1.0,0.0,-1.0,0.0
151,Atalanta,Bologna,0-0,https://www.besoccer.com/match/atalanta/bologna/2022,2022,2,serie_a,87,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Lazio,Spezia,6-1,https://www.besoccer.com/match/lazio/asd-spezia/2022,2022,2,serie_a,85,64,6.0,1.0,1.0,1.0,0.0,1.2,0.0,0.0
153,Fiorentina,Torino,2-1,https://www.besoccer.com/match/fiorentina/torino-fc/2022,2022,2,serie_a,79,75,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
154,Juventus,Empoli,0-1,https://www.besoccer.com/match/juventus-fc/empoli-fc/2022,2022,2,serie_a,94,75,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
155,Genoa,Napoli,1-2,https://www.besoccer.com/match/genoa/napoli/2022,2022,2,serie_a,74,90,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
156,Sassuolo,Sampdoria,0-0,https://www.besoccer.com/match/us-sassuolo-calcio/sampdoria/2022,2022,2,serie_a,76,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Milan,Cagliari,4-1,https://www.besoccer.com/match/milan/cagliari/2022,2022,2,serie_a,87,74,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
158,Salernitana,Roma,0-4,https://www.besoccer.com/match/salernitana-calcio-1919/roma/2022,2022,2,serie_a,59,87,0.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0
159,Estoril,VitÃ³ria GuimarÃ£es,0-0,https://www.besoccer.com/match/estoril/vitoria-guimaraes/2022,2022,2,primeira_liga,70,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Vizela,Tondela,2-1,https://www.besoccer.com/match/vizela/tondela/2022,2022,2,primeira_liga,59,66,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
161,Benfica,Arouca,2-0,https://www.besoccer.com/match/benfica/arouca/2022,2022,2,primeira_liga,90,62,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
162,Sporting Braga,Sporting CP,1-2,https://www.besoccer.com/match/sporting-braga/sporting-lisbon/2022,2022,2,primeira_liga,86,88,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
163,Portimonense,Gil Vicente,0-1,https://www.besoccer.com/match/portimonense/gil-vicente/2022,2022,2,primeira_liga,65,61,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
164,FamalicÃ£o,Porto,1-2,https://www.besoccer.com/match/famalicao/fc-porto/2022,2022,2,primeira_liga,67,90,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
165,CD Santa Clara,Moreirense,2-2,https://www.besoccer.com/match/santa-clara/moreirense-fc/2022,2022,2,primeira_liga,67,69,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Boavista,PaÃ§os de Ferreira,3-0,https://www.besoccer.com/match/boavista/pacos-ferreira/2022,2022,2,primeira_liga,67,71,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
167,Belenenses SAD,MarÃ­timo,1-2,https://www.besoccer.com/match/cf-os-belenenses-ii/maritimo/2022,2022,2,primeira_liga,73,69,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
168,Trofense,CF Estrela,0-0,https://www.besoccer.com/match/trofense/cf-estrela-de-amadora/2022,2022,2,segunda_liga,42,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,AcadÃ©mica,Varzim,1-1,https://www.besoccer.com/match/academica/varzim/2022,2022,2,segunda_liga,57,53,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Casa Pia,Porto II,2-0,https://www.besoccer.com/match/casa-pia/porto-ii/2022,2022,2,segunda_liga,47,51,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
171,Mafra,Feirense,0-1,https://www.besoccer.com/match/mafra/feirense/2022,2022,2,segunda_liga,48,59,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
172,Farense,Rio Ave,1-1,https://www.besoccer.com/match/farense/rio-ave/2022,2022,2,segunda_liga,49,62,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Penafiel,Benfica II,0-1,https://www.besoccer.com/match/penafiel/benfica-ii/2022,2022,2,segunda_liga,55,53,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
174,Nacional,Vilafranquense,4-0,https://www.besoccer.com/match/nacional/vilafranquense/2022,2022,2,segunda_liga,49,43,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
175,SC Covilha,Academico Viseu,2-1,https://www.besoccer.com/match/sporting-covilha/academico-viseu/2022,2022,2,segunda_liga,53,53,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
176,Chaves,LeixÃµes,1-1,https://www.besoccer.com/match/chaves/leixoes/2022,2022,2,segunda_liga,58,54,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Pisa SC,US Alessandria,2-0,https://www.besoccer.com/match/pisa-calcio/us-alessandria-1912/2022,2022,2,serie_b,56,53,2.0,0.0,1.0,1.0,1.1666666666666667,2.4,1.0,1.0
178,Brescia,Nuova Cosenza,5-1,https://www.besoccer.com/match/brescia/nuova-cosenza/2022,2022,2,serie_b,62,47,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
179,Vicenza,Frosinone,0-2,https://www.besoccer.com/match/vicenza-calcio/frosinone-calcio/2022,2022,2,serie_b,49,58,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
180,Perugia,Ascoli,2-3,https://www.besoccer.com/match/perugia/ascoli/2022,2022,2,serie_b,64,51,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0
181,Cittadella,Crotone,4-2,https://www.besoccer.com/match/as-cittadella/fc-crotone/2022,2022,2,serie_b,58,60,4.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0
182,AC Monza,Cremonese,1-0,https://www.besoccer.com/match/ac-monza-brianza-1912/us-cremonese/2022,2022,2,serie_b,53,56,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
183,Reggina,Ternana Calcio,3-2,https://www.besoccer.com/match/reggina/ternana-calcio/2022,2022,2,serie_b,43,55,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
184,Lecce,Como,1-1,https://www.besoccer.com/match/lecce/como/2022,2022,2,serie_b,60,40,1.0,1.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0
185,Parma,Benevento,1-0,https://www.besoccer.com/match/parma-fc/benevento-calcio/2022,2022,2,serie_b,57,61,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
186,SPAL,Pordenone,5-0,https://www.besoccer.com/match/spal-1907/pordenone/2022,2022,2,serie_b,60,48,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
187,Liverpool,Burnley,2-0,https://www.besoccer.com/match/liverpool/burnley-fc/2022,2022,2,premier_league,93,72,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
188,Aston Villa,Newcastle,2-0,https://www.besoccer.com/match/aston-villa-fc/newcastle-united-fc/2022,2022,2,premier_league,75,72,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
189,Crystal Palace,Brentford,0-0,https://www.besoccer.com/match/crystal-palace-fc/brentford/2022,2022,2,premier_league,74,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Leeds United,Everton,2-2,https://www.besoccer.com/match/leeds-united-afc/everton-fc/2022,2022,2,premier_league,72,79,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Man. City,Norwich City,5-0,https://www.besoccer.com/match/manchester-city-fc/norwich-city-fc/2022,2022,2,premier_league,97,77,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
192,Brighton & Hove Albion,Watford,2-0,https://www.besoccer.com/match/brighton-amp-hov/watford-fc/2022,2022,2,premier_league,71,71,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
193,Southampton,Man. Utd,1-1,https://www.besoccer.com/match/southampton-fc/manchester-united-fc/2022,2022,2,premier_league,77,91,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Wolves,Tottenham Hotspur,0-1,https://www.besoccer.com/match/wolverhampton/tottenham-hotspur-fc/2022,2022,2,premier_league,74,87,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
195,Arsenal,Chelsea,0-2,https://www.besoccer.com/match/arsenal/chelsea-fc/2022,2022,2,premier_league,88,92,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
196,West Ham,Leicester,4-1,https://www.besoccer.com/match/west-ham-united/leicester-city-fc/2022,2022,2,premier_league,79,83,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
197,Peterborough United,Derby County,2-1,https://www.besoccer.com/match/peterborough-u/derby-county-fc/2022,2022,2,championship,54,57,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
198,Barnsley,Coventry City,1-0,https://www.besoccer.com/match/barnsley-fc/coventry-city/2022,2022,2,championship,52,46,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
199,Birmingham City,Stoke City,0-0,https://www.besoccer.com/match/birmingham-city-fc/stoke-city/2022,2022,2,championship,52,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Blackpool,Cardiff City,0-2,https://www.besoccer.com/match/blackpool-fc/cardiff-city-fc/2022,2022,2,championship,48,60,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
201,Huddersfield Town,Fulham,1-5,https://www.besoccer.com/match/huddersfield-town-fc/fulham/2022,2022,2,championship,55,60,1.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0
202,Hull City,Queens Park Rangers,0-3,https://www.besoccer.com/match/hull-city/queens-park-rangers-fc/2022,2022,2,championship,54,54,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0
203,Middlesbrough,Bristol City,2-1,https://www.besoccer.com/match/middlesbrough-fc/bristol-city-fc/2022,2022,2,championship,59,56,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
204,Millwall,Blackburn Rovers,1-1,https://www.besoccer.com/match/millwall-fc/blackburn-rovers-fc/2022,2022,2,championship,56,57,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Nottingham Forest,AFC Bournemouth,1-2,https://www.besoccer.com/match/nottingham-forest-fc/afc-bournemouth/2022,2022,2,championship,58,68,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
206,Reading,Preston North End,2-1,https://www.besoccer.com/match/reading-fc/preston-north-end/2022,2022,2,championship,55,59,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
207,West Bromwich Albion,Luton Town,3-2,https://www.besoccer.com/match/west-bromwich/luton-town-fc/2022,2022,2,championship,59,56,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
208,Swansea City,Sheffield United,0-0,https://www.besoccer.com/match/swansea-city-afc/sheffield-united/2022,2022,2,championship,66,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Lorient,Monaco,1-0,https://www.besoccer.com/match/lorient/monaco/2022,2022,2,ligue_1,70,86,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
210,Lille,Nice,0-4,https://www.besoccer.com/match/lillestrom/nice/2022,2022,2,ligue_1,83,72,0.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0
211,PSG,Strasbourg,4-2,https://www.besoccer.com/match/paris-saint-germain-fc/strasbourg/2022,2022,2,ligue_1,93,71,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
212,Angers SCO,Olympique Lyonnais,3-0,https://www.besoccer.com/match/angers-sco/olympique-lyonnais/2022,2022,2,ligue_1,71,89,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
213,Stade Brestois,Stade Rennais,1-1,https://www.besoccer.com/match/stade-brestois-29/stade-rennes/2022,2022,2,ligue_1,67,79,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Clermont,Troyes,2-0,https://www.besoccer.com/match/clermont-foot/troyes/2022,2022,2,ligue_1,64,66,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
215,Nantes,Metz,2-0,https://www.besoccer.com/match/nantes/metz/2022,2022,2,ligue_1,75,70,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
216,Stade de Reims,Montpellier,3-3,https://www.besoccer.com/match/stade-reims/montpellier-hsc/2022,2022,2,ligue_1,73,76,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
217,Lens,Saint-Ãtienne,2-2,https://www.besoccer.com/match/lens/saint-etienne/2022,2022,2,ligue_1,66,76,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
218,Olympique Marseille,Girondins Bordeaux,2-2,https://www.besoccer.com/match/olympique-marsella/bordeaux/2022,2022,2,ligue_1,82,76,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Real Betis,CÃ¡diz,1-1,https://www.besoccer.com/match/betis/cadiz/2022,2022,2,primera_division,81,70,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
220,AlavÃ©s,Mallorca,0-1,https://www.besoccer.com/match/alaves/mallorca/2022,2022,2,primera_division,71,74,0.0,1.0,-1.0,0.0,1.0,0.0,-1.0,0.0
221,Granada,Valencia,1-1,https://www.besoccer.com/match/granada/valencia-cf/2022,2022,2,primera_division,77,83,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Espanyol,Villarreal,0-0,https://www.besoccer.com/match/espanyol/villarreal/2022,2022,2,primera_division,75,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Athletic,Barcelona,1-1,https://www.besoccer.com/match/athletic-bilbao/barcelona/2022,2022,2,primera_division,81,97,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
224,R. Sociedad,Rayo Vallecano,1-0,https://www.besoccer.com/match/real-sociedad/rayo-vallecano/2022,2022,2,primera_division,84,69,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
225,AtlÃ©tico,Elche,1-0,https://www.besoccer.com/match/atletico-madrid/elche/2022,2022,2,primera_division,93,65,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
226,Levante,Real Madrid,3-3,https://www.besoccer.com/match/levante/real-madrid/2022,2022,2,primera_division,74,95,3.0,3.0,0.0,0.0,0.0,2.6666666666666665,0.0,-1.0
227,Getafe,Sevilla,0-1,https://www.besoccer.com/match/getafe/sevilla/2022,2022,2,primera_division,78,90,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
228,Osasuna,Celta,0-0,https://www.besoccer.com/match/osasuna/celta/2022,2022,2,primera_division,75,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,Almere City,Jong Utrecht,1-1,https://www.besoccer.com/match/almere-city/jong-utrecht/2022,2022,2,eerste_divisie,57,44,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
230,NAC Breda,SC Telstar,2-2,https://www.besoccer.com/match/nac-breda/stormvogels-telstar/2022,2022,2,eerste_divisie,58,49,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
231,Emmen,FC Eindhoven,0-1,https://www.besoccer.com/match/emmen/fc-eindhoven/2022,2022,2,eerste_divisie,53,47,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
232,TOP Oss,VVV Venlo,2-1,https://www.besoccer.com/match/fc-oss/vvv/2022,2022,2,eerste_divisie,45,56,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
233,FC Volendam,ADO Den Haag,1-3,https://www.besoccer.com/match/fc-volendam/ado-den-haag/2022,2022,2,eerste_divisie,60,56,1.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0
234,Helmond Sport,Jong AZ,1-2,https://www.besoccer.com/match/helmond-sport/az-alkmaar-sub23/2022,2022,2,eerste_divisie,48,45,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
235,MVV Maastricht,De Graafschap,1-3,https://www.besoccer.com/match/mvv/graafschap/2022,2022,2,eerste_divisie,49,60,1.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0
236,Roda JC,Excelsior,1-2,https://www.besoccer.com/match/roda-jc/excelsior/2022,2022,2,eerste_divisie,53,60,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
237,Jong Ajax,Dordrecht,1-2,https://www.besoccer.com/match/jong-ajax/fc-dordrecht/2022,2022,2,eerste_divisie,55,46,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
238,Jong PSV,Den Bosch,0-1,https://www.besoccer.com/match/jong-psv/fc-den-bosch/2022,2022,2,eerste_divisie,50,50,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
239,Karlsruher SC,Darmstadt 98,3-0,https://www.besoccer.com/match/karlsruher-sc/darmstadt-98/2022,2022,2,2_liga,56,58,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
240,Paderborn,NÃ¼rnberg,2-2,https://www.besoccer.com/match/paderborn/fc-nurnberg/2022,2022,2,2_liga,55,58,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
241,Hannover 96,Hansa Rostock,0-3,https://www.besoccer.com/match/hannover-96/hansa-rostock/2022,2022,2,2_liga,52,54,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0
242,Jahn Regensburg,Sandhausen,3-0,https://www.besoccer.com/match/ssv-jahn-regensburg/sv-sandhausen/2022,2022,2,2_liga,48,50,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
243,Ingolstadt 04,Heidenheim,1-2,https://www.besoccer.com/match/fc-ingolstadt-04/heidenheim/2022,2022,2,2_liga,55,60,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
244,Fortuna DÃ¼sseldorf,Werder Bremen,2-3,https://www.besoccer.com/match/fortuna-dusseldorf/werder-bremen/2022,2022,2,2_liga,57,60,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0
245,Holstein Kiel,Schalke 04,0-3,https://www.besoccer.com/match/holstein-kiel/schalke-04/2022,2022,2,2_liga,56,61,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0
246,Hamburger SV,Dynamo Dresden,1-1,https://www.besoccer.com/match/hamburger-sv/sg-dynamo-dresden/2022,2022,2,2_liga,60,51,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Erzgebirge Aue,FC St. Pauli,0-0,https://www.besoccer.com/match/fc-erzgebirge-aue/st-pauli/2022,2022,2,2_liga,52,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,NEC Nijmegen,PEC Zwolle,2-0,https://www.besoccer.com/match/nec/fc-zwolle/2022,2022,2,eredivisie,68,74,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
249,Heerenveen,RKC Waalwijk,3-2,https://www.besoccer.com/match/heerenveen/rkc-waalwijk/2022,2022,2,eredivisie,70,56,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
250,PSV,Cambuur,4-1,https://www.besoccer.com/match/psv/sc-cambuur-leeuwarden/2022,2022,2,eredivisie,86,71,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
251,Sparta Rotterdam,Heracles,1-1,https://www.besoccer.com/match/sparta-rotterdam/heracles/2022,2022,2,eredivisie,65,68,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
252,Groningen,Utrecht,0-0,https://www.besoccer.com/match/fc-groningen/fc-utrecht/2022,2022,2,eredivisie,72,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Twente 1965,Ajax,1-1,https://www.besoccer.com/match/fc-twente-1965/ajax/2022,2022,2,eredivisie,70,90,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
254,Feyenoord,Go Ahead Eagles,2-0,https://www.besoccer.com/match/feyenoord/go-ahead-eagles/2022,2022,2,eredivisie,84,63,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
255,Vitesse,Willem II,0-3,https://www.besoccer.com/match/vitesse/willem-ii/2022,2022,2,eredivisie,75,72,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0
256,AZ Alkmaar,Fortuna Sittard,2-1,https://www.besoccer.com/match/az/fortuna-sittard/2022,2022,2,eredivisie,80,67,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
257,NÃ®mes,Dijon FCO,2-1,https://www.besoccer.com/match/nimes-olympique/dijon-fco/2022,2022,2,ligue_2,56,58,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
258,Ajaccio,Amiens SC,3-1,https://www.besoccer.com/match/ajaccio/amiens-sc/2022,2022,2,ligue_2,55,53,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
259,Guingamp,Valenciennes,1-1,https://www.besoccer.com/match/guingamp/valenciennes-afc/2022,2022,2,ligue_2,60,57,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Nancy,Toulouse,0-4,https://www.besoccer.com/match/nancy/toulouse-fc/2022,2022,2,ligue_2,59,62,0.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0
261,Niort,Caen,0-1,https://www.besoccer.com/match/chamois-niortais/caen/2022,2022,2,ligue_2,51,58,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
262,Paris FC,Dunkerque,2-1,https://www.besoccer.com/match/paris-sg/dunkerque/2022,2022,2,ligue_2,54,51,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
263,Rodez,Pau FC,1-0,https://www.besoccer.com/match/rodez/pau/2022,2022,2,ligue_2,47,49,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
264,Sochaux,Le Havre,0-2,https://www.besoccer.com/match/sochaux/havre-ac/2022,2022,2,ligue_2,58,58,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
265,Auxerre,Grenoble,3-0,https://www.besoccer.com/match/auxerre/grenoble-foot-38/2022,2022,2,ligue_2,58,53,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
266,Quevilly-Rouen,Bastia,1-2,https://www.besoccer.com/match/quevilly/bastia/2022,2022,2,ligue_2,46,39,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
267,RB Leipzig,Stuttgart,4-0,https://www.besoccer.com/match/rb-leipzig/stuttgart/2022,2022,2,bundesliga,88,73,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
268,Eintracht Frankfurt,FC Augsburg,0-0,https://www.besoccer.com/match/eintracht-frankfurt/fc-augsburg/2022,2022,2,bundesliga,81,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,SC Freiburg,B. Dortmund,2-1,https://www.besoccer.com/match/sc-freiburg/borussia-dortmund/2022,2022,2,bundesliga,72,90,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
270,Hertha BSC,Wolfsburg,1-2,https://www.besoccer.com/match/hertha-bsc/wolfsburg/2022,2022,2,bundesliga,74,81,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0
271,VfL Bochum,Mainz 05,2-0,https://www.besoccer.com/match/bochum/mainz-amat/2022,2022,2,bundesliga,72,74,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
272,Greuther FÃ¼rth,Arminia Bielefeld,1-1,https://www.besoccer.com/match/greuther-furth/arminia-bielefeld/2022,2022,2,bundesliga,64,64,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
273,B. Leverkusen,B. MÃ¶nchengladbach,4-0,https://www.besoccer.com/match/bayer-leverkusen/borussia-monchengla/2022,2022,2,bundesliga,84,81,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
274,Hoffenheim,Union Berlin,2-2,https://www.besoccer.com/match/tsg-1899-hoffenheim/1-fc-union-berlin/2022,2022,2,bundesliga,78,71,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
275,Bayern MÃ¼nchen,KÃ¶ln,3-2,https://www.besoccer.com/match/bayern-munchen/1-fc-koln/2022,2022,2,bundesliga,94,74,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
276,Las Palmas,Huesca,2-1,https://www.besoccer.com/match/ud-palmas/huesca/2022,2022,3,segunda_division,63,58,2.0,1.0,1.0,1.0,0.8181818181818181,0.0,0.0,0.0
280,Real Oviedo,Tenerife,0-0,https://www.besoccer.com/match/real-oviedo/tenerife/2022,2022,3,segunda_division,57,58,0.0,0.0,0.0,0.0,1.5555555555555554,4.0,0.0,-1.0
282,SD Amorebieta,AlmerÃ­a,2-1,https://www.besoccer.com/match/amorebieta/almeria/2022,2022,3,segunda_division,43,59,2.0,1.0,1.0,1.0,0.0,4.125,0.0,-1.0
283,Lugo,Real Valladolid,0-2,https://www.besoccer.com/match/lugo/valladolid/2022,2022,3,segunda_division,52,63,0.0,2.0,-1.0,0.0,0.0,1.7999999999999998,0.0,0.0
287,Empoli,Venezia,1-2,https://www.besoccer.com/match/empoli-fc/venezia/2022,2022,3,serie_a,75,62,1.0,2.0,-1.0,0.0,0.42857142857142855,0.0,-1.0,2.0
288,Napoli,Juventus,2-1,https://www.besoccer.com/match/napoli/juventus-fc/2022,2022,3,serie_a,91,94,2.0,1.0,1.0,1.0,0.9333333333333333,1.0,1.0,0.0
289,Atalanta,Fiorentina,1-2,https://www.besoccer.com/match/atalanta/fiorentina/2022,2022,3,serie_a,86,79,1.0,2.0,-1.0,0.0,0.0,0.6153846153846154,0.0,1.0
290,Sampdoria,Inter,2-2,https://www.besoccer.com/match/sampdoria/internazionale/2022,2022,3,serie_a,75,91,2.0,2.0,0.0,0.0,0.0,1.8947368421052633,-1.0,-1.0
291,Cagliari,Genoa,2-3,https://www.besoccer.com/match/cagliari/genoa/2022,2022,3,serie_a,73,73,2.0,3.0,-1.0,0.0,0.8999999999999999,0.0,0.0,1.0
292,Spezia,Udinese,0-1,https://www.besoccer.com/match/asd-spezia/udinese/2022,2022,3,serie_a,64,71,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
293,Torino,Salernitana,4-0,https://www.besoccer.com/match/torino-fc/salernitana-calcio-1919/2022,2022,3,serie_a,74,60,4.0,0.0,1.0,1.0,0.5,1.0,-1.0,1.0
294,Milan,Lazio,2-0,https://www.besoccer.com/match/milan/lazio/2022,2022,3,serie_a,87,85,2.0,0.0,1.0,1.0,2.054054054054054,1.5,1.0,-1.0
295,Roma,Sassuolo,2-1,https://www.besoccer.com/match/roma/us-sassuolo-calcio/2022,2022,3,serie_a,87,77,2.0,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,-1.0
296,Bologna,Hellas Verona,1-0,https://www.besoccer.com/match/bologna/hellas-verona-fc/2022,2022,3,serie_a,71,70,1.0,0.0,1.0,1.0,1.3636363636363635,0.0,1.0,0.0
